run_name,datetime,hyperparameters,epoch,train_loss,test_loss,accuracy_top1
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,2.8933,7.0907,0.0937
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.2500,7.5630,0.1137
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.7794,3.8135,0.3787
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2693,3.5414,0.4220
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6451,3.5865,0.4509
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3379,3.6658,0.4728
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1875,3.2021,0.5353
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1045,2.9939,0.5727
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0569,2.7899,0.6089
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0325,2.6751,0.6389
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0209,2.4601,0.6661
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0123,2.4513,0.6737
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0069,2.3906,0.6825
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0044,2.3378,0.6875
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0032,2.3178,0.6907
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0023,2.3021,0.6933
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2978,0.6933
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0016,2.2960,0.6939
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2948,0.6937
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2960,0.6939
prod_0,2025-07-22 19:30:47,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.2963,0.6939
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7459,10.0820,0.0051
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.6217,9.5234,0.0236
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.9105,8.2903,0.0496
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9561,7.5173,0.0712
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0502,7.2934,0.0830
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.4189,8.0070,0.0864
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8656,4.2602,0.3313
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.3173,3.4834,0.4255
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6643,3.3318,0.4901
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3497,3.1691,0.5242
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1885,3.2169,0.5324
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.0941,2.9547,0.5824
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0539,2.7342,0.6194
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0324,2.5903,0.6447
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0182,2.4640,0.6690
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0107,2.4051,0.6762
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0064,2.3777,0.6837
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0041,2.3566,0.6866
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0029,2.3099,0.6892
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.3059,0.6904
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.3074,0.6912
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.3068,0.6910
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.3046,0.6913
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.3066,0.6914
prod_1,2025-07-22 20:35:16,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.3071,0.6915
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.7441,10.1267,0.0058
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.6096,9.3048,0.0290
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8616,8.3153,0.0496
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9288,7.5465,0.0695
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0229,7.3157,0.0813
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.4051,7.9010,0.0868
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.8810,4.2906,0.3052
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.3269,3.8271,0.4001
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6718,3.5807,0.4670
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3466,3.2800,0.5112
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1843,3.1679,0.5445
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1020,2.9406,0.5806
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0578,2.8941,0.6048
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0330,2.6156,0.6378
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0210,2.4866,0.6568
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0117,2.4732,0.6746
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0075,2.4180,0.6799
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0042,2.3547,0.6863
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0031,2.3363,0.6898
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.3256,0.6906
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.3245,0.6910
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.3221,0.6915
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.3227,0.6918
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.3239,0.6916
prod_2,2025-07-22 21:39:49,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0013,2.3225,0.6916
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",1,9.6950,10.2905,0.0037
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",2,8.5995,9.2744,0.0286
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",3,5.8820,8.1372,0.0533
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",4,3.9294,7.3891,0.0751
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",5,3.0217,7.1581,0.0865
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",6,4.3362,8.1763,0.1039
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",7,2.7803,4.2176,0.3330
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",8,1.2587,3.3023,0.4688
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",9,0.6464,3.2584,0.4989
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",10,0.3411,3.0883,0.5357
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",11,0.1803,3.1886,0.5296
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",12,0.1055,2.9635,0.5775
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",13,0.0547,2.7245,0.6281
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",14,0.0310,2.5746,0.6533
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",15,0.0192,2.4626,0.6688
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",16,0.0118,2.3608,0.6851
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",17,0.0066,2.2929,0.6932
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",18,0.0041,2.2667,0.6973
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",19,0.0028,2.2329,0.7004
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",20,0.0021,2.2266,0.7011
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",21,0.0018,2.2262,0.7016
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",22,0.0015,2.2257,0.7016
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",23,0.0014,2.2242,0.7017
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",24,0.0013,2.2243,0.7017
prod_3,2025-07-22 22:44:23,"{'device': 'cuda', 'lr': 0.01, 'model': 'resnet18'}",25,0.0012,2.2247,0.7017


